id,author_id,geo/place_id,lang,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,source,conversation_id,possibly_sensitive,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,reply_settings,text,created_at,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,attachments/media_keys/0,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,in_reply_to_user_id,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,attachments/media_keys/1,attachments/media_keys/2,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/urls/0/status,entities/urls/0/unwound_url,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/2/entity/description,referenced_tweets/0/type,referenced_tweets/0/id,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag
1306609759672393734,126967725,01d677e97eae46b3,es,217,240,https://t.co/lMnz7FMEyF,https://www.instagram.com/p/CFPfL-XJJRz/?igshid=1co5sb8sdz010,instagram.com/p/CFPfL-XJJRz/…,0,16,ServicioPublico,Instagram,1306609759672393734,False,1,0,0,0,everyone,"#ServicioPublico
Al Dr. Fernández se le practicó una Colostomía y se complicó  a causa del #COVID-19. 
Para tu valioso apoyo:

Lucrecia Garcia Ci 7810023 Corriente BOD
0116 0106 510011645920 en Maracaibo Estado Zulia https://t.co/lMnz7FMEyF",2020-09-17T15:03:36+00:00,20,32,0.9621,Person,Dr. Fernández,127,144,0.381,Person,Lucrecia Garcia Ci,194,215,0.7253,Place,Maracaibo Estado Zulia,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,91,97,COVID,,,,,Point,-71.5945221,10.65063429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303783225777684480,108655016,00ec4c32070f5076,es,179,202,https://t.co/K62AUhT5eX,https://twitter.com/JesusFBolivarAD/status/1303783225777684480/photo/1,pic.twitter.com/K62AUhT5eX,0,16,ServicioPúblico,Twitter for Android,1303783225777684480,False,10,0,4,0,everyone,"#ServicioPúblico A todos nuestra gente de #Caracas ayudemos al querido amigo @goyocaribash quien se encuentra peleando esta dura batalla contra el #Covid_19. 
Saldremos Adelante! https://t.co/K62AUhT5eX",2020-09-09T19:51:58+00:00,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,42,50,Caracas,147,156,Covid_19,31303783221751095303,,,,77,90,goyocaribash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301989943720521728,62160841,0198c6f108778b40,es,,,,,,44,52,URGENTE,Twitter for Android,1301989943720521728,False,0,1,2,0,everyone,Exijo al gobierno de @NicolasMaduro atender #URGENTE los pedidos de #Remdesivir para todas aquellas personas que no cuentan con recursos económicos para adquirir una ampolla por $ 400 ... #SERVICIOPUBLICO #SOS #Covid_19 #Maracay #Aragua,2020-09-04T21:06:07+00:00,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,68,79,Remdesivir,188,204,SERVICIOPUBLICO,,,,,21,35,NicolasMaduro,,,,,,,,205,209,SOS,,,,,,,,,,,,,,,,,,210,219,Covid_19,,,220,228,Maracay,229,236,Aragua,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,
1301686379789930497,116876568,015d19216c749864,es,,,,,,0,16,ServicioPúblico,Twitter for Android,1301686379789930497,False,181,0,39,2,everyone,"#ServicioPúblico: Para paciente Stefano Dodi, recluido en la UCI del Hospital Metropolitano del Norte en Valencia, se requieren con urgencia donantes de sangre ( para plasma ) que hayan superado la Covid-19. Quienes puedan colaborar, contacten a Francesca Dodi +58 424-4437434.",2020-09-04T00:59:51+00:00,32,43,0.9877,Person,Stefano Dodi,69,100,0.4171,Place,Hospital Metropolitano del Norte,105,112,0.9403,Place,Valencia,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,246,259,0.9772,Person,Francesca Dodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300357610105974786,182972567,01cb69a764a68d10,es,245,268,https://t.co/jZemCxHebH,https://twitter.com/GilsonRojasL/status/1300253493224255489/photo/1,pic.twitter.com/jZemCxHebH,0,16,ServicioPúblico,Twitter for Android,1300357610105974786,False,0,0,1,0,everyone,"#ServicioPúblico  #Urgente Para Dr. Luis Manuel Guilarte, (nefrólogo), paciente #Covid19 hospitalizado en  @IAHULAOFICIAL  se requieren ampollas de REMDESIVIR. 
Este medicamento forma parte del esquema de atención Covid-19 previsto por el MPPS. https://t.co/jZemCxHebH",2020-08-31T08:59:48+00:00,32,55,0.716,Person,Dr. Luis Manuel Guilarte,239,242,0.5711,Organization,MPPS,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,18,26,Urgente,80,88,Covid19,31300253476241502208,,,,107,121,IAHULAOFICIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300174772387680256,182972567,01cb69a764a68d10,es,,,,,,0,16,ServicioPúblico,Twitter for Android,1300174772387680256,False,30,2,3,0,everyone,#ServicioPúblico  #IAHULA  #Merida Con carácter de URGENCIA se necesita para el Dr. Luis Manuel Guilarte (Nefrologo)  el medicamento TOCILIZUMAB en ampolla.04247556341 #Covid_19,2020-08-30T20:53:16+00:00,80,103,0.7134,Person,Dr. Luis Manuel Guilarte,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,18,25,IAHULA,27,34,Merida,,,,,,,,,,,,,,,168,177,Covid_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296021803811459074,70879905,0137799d4f960b21,es,278,301,https://t.co/fk5GmyIP93,https://twitter.com/RCR750/status/1296021803811459074/photo/1,pic.twitter.com/fk5GmyIP93,0,16,ServicioPúblico,Twitter for Android,1296021803811459074,False,228,8,24,2,everyone,"#ServicioPúblico Anobis Tapia, paciente positivo a COVID-19 + Bula Pulmonar, de 46 años, requiere con carácter de URGENCIA seis ampollas del medicamento REMDESIVIR para hacer frente al virus. Quien sepa donde conseguirlo favor comunicarse al 0424.123.2208. ¡Ayudemos con un RT! https://t.co/fk5GmyIP93",2020-08-19T09:50:51+00:00,17,28,0.7862,Person,Anobis Tapia,51,55,0.3709,Organization,COVID,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,31296021758546509829,,,,,,,,,,,,,,,,,,,,,,278,301,https://t.co/fk5GmyIP93,https://twitter.com/RCR750/status/1296021803811459074/photo/1,pic.twitter.com/fk5GmyIP93,,,,,,31296021801148067841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295056923046412295,53517714,01c93e351e3122fb,und,28,51,https://t.co/bbZeIjGOjr,https://twitter.com/miguelpin/status/1295055778802536448,twitter.com/miguelpin/stat…,0,16,ServicioPublico,Twitter for iPhone,1295056923046412295,False,1,0,1,0,everyone,#ServicioPublico #COVID__19 https://t.co/bbZeIjGOjr,2020-08-16T17:56:46+00:00,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,17,27,COVID__19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quoted,1295055778802536448,,,,,,,,
1292290520212025345,1507529629,00ec4c32070f5076,es,122,145,https://t.co/TmKvoheD9J,https://twitter.com/OdLuisMarcano/status/1292290520212025345/photo/1,pic.twitter.com/TmKvoheD9J,0,16,ServicioPublico,Twitter for Android,1292290520212025345,False,23,0,2,0,everyone,"#ServicioPublico 

Para el colega Juan Carlos Uzcategui en terapia intensiva a causa del COVID-19

Quien pueda ayudar 👉👉👉 https://t.co/TmKvoheD9J",2020-08-09T02:44:04+00:00,34,54,0.9605,Person,Juan Carlos Uzcategui,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,31292290516521029632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251559480606756865,1248364973883039745,00ec4c32070f5076,und,43,66,https://t.co/wSvXliLOQe,https://twitter.com/ffeomaria/status/1251259434321489921,twitter.com/ffeomaria/stat…,0,10,Servicios,Twitter for Android,1251559480606756865,False,0,0,0,0,everyone,#Servicios #ServicioPublico #Covid_19 👐👐👐👐 https://t.co/wSvXliLOQe,2020-04-18T17:13:27+00:00,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,11,27,ServicioPublico,28,37,Covid_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quoted,1251259434321489921,,,,,,,,
1251483624114921473,144339949,00ec4c32070f5076,es,,,,,,0,11,BuenosDías,Twitter for Android,1251483624114921473,False,14,3,6,1,everyone,"#BuenosDías Vzla

En la Parroquia Altagracia justo detrás del Palacio de Miraflores seguimos #SinAgua desde hace 10 días.

Igualmente La Pastora, Av. Baralt, Santa Rosalia

#ServicioPublico has #RETWETT y comenta que otras zonas de caracas permanecen sin agua 

#Covid_19
#18abr",2020-04-18T12:12:02+00:00,12,15,0.5762,Place,Vzla,24,43,0.8547,Place,Parroquia Altagracia,62,82,0.914,Place,Palacio de Miraflores,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,93,101,SinAgua,173,189,ServicioPublico,,,,,,,,,,,,,,,194,202,RETWETT,146,170,0.3859,Place,"Av. Baralt, Santa Rosalia",,,,,,,,,,,,,262,271,Covid_19,,,272,278,18abr,,,,,,,,,,,,,,,,,,232,238,0.5891,Place,caracas,,,
1241405983777267713,199125021,008eb02a542ac3d4,es,196,219,https://t.co/J88jsA3iGW,https://twitter.com/k3kmir/status/1241405983777267713/photo/1,pic.twitter.com/J88jsA3iGW,83,92,Covid_19,Twitter for Android,1241405983777267713,False,0,0,0,0,everyone,"Este perrito fue encontrado en La Floresta, si alguien conoce a su dueño, escriban #Covid_19 $#CuarentenaPorLaVida $#FelizSabado #QuedateEnCasa #Caracas #ServicioPublico #MeQuedoEnCasa #Venezuela https://t.co/J88jsA3iGW",2020-03-21T16:47:05+00:00,31,41,0.9582,Place,La Floresta,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,94,114,CuarentenaPorLaVida,116,128,FelizSabado,31241405970946895872,,,,,,,,,,,,,,129,143,QuedateEnCasa,,,,,,,,,,,,,,,,,,144,152,Caracas,,,153,169,ServicioPublico,170,184,MeQuedoEnCasa,,,,,,,,,,,,,,,,,,,,185,195,Venezuela
1240074497266458627,2309419350,00ec4c32070f5076,und,81,104,https://t.co/QbRVgi2ykd,https://twitter.com/Novohotelexpres/status/1240074497266458627/photo/1,pic.twitter.com/QbRVgi2ykd,0,16,ServicioPúblico,Twitter for Android,1240074497266458627,False,0,0,2,0,everyone,#ServicioPúblico #Coronavirus #Covid19 #Covid_19 #Prevención #Caracas #Venezuela https://t.co/QbRVgi2ykd,2020-03-18T00:36:14+00:00,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,17,29,Coronavirus,30,38,Covid19,31240074467793154051,,,,,,,,,,,,,,39,48,Covid_19,,,,,,,,,,,,,,,,,,49,60,Prevención,,,61,69,Caracas,70,80,Venezuela,,,,,,,,,,,,,,,,,,,,,,
1238449002988875777,162214162,016eb87b25e8a354,es,121,144,https://t.co/5EhXCu2iZ0,https://www.gofundme.com/f/yhy2a-surgery-for-manuel?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/yhy2a-surger…,146,155,Covid_19,Twitter for Android,1238449002988875777,False,3,0,1,0,everyone,"Mi sobrino necesita ser intervenido quirúrgicamente para realizar alargamiento de su pierna derecha, ayúdanos a difundir https://t.co/5EhXCu2iZ0

#Covid_19 #alguiendespierto #saludoplanetario #ServicioPublico",2020-03-13T12:57:06+00:00,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,156,173,alguiendespierto,174,191,saludoplanetario,,,,,,,,,,,,,,,192,208,ServicioPublico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
