source,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,attachments/media_keys/0,attachments/media_keys/1,possibly_sensitive,conversation_id,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,geo/place_id,id,reply_settings,author_id,created_at,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,lang,text,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,in_reply_to_user_id,referenced_tweets/0/type,referenced_tweets/0/id,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,context_annotations/0/entity/description,context_annotations/1/entity/description,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,entities/mentions/15/start,entities/mentions/15/end,entities/mentions/15/username,entities/mentions/16/start,entities/mentions/16/end,entities/mentions/16/username,entities/mentions/17/start,entities/mentions/17/end,entities/mentions/17/username,entities/mentions/18/start,entities/mentions/18/end,entities/mentions/18/username,entities/mentions/19/start,entities/mentions/19/end,entities/mentions/19/username,entities/mentions/20/start,entities/mentions/20/end,entities/mentions/20/username,entities/mentions/21/start,entities/mentions/21/end,entities/mentions/21/username,entities/mentions/22/start,entities/mentions/22/end,entities/mentions/22/username,entities/mentions/23/start,entities/mentions/23/end,entities/mentions/23/username,entities/mentions/24/start,entities/mentions/24/end,entities/mentions/24/username,entities/mentions/25/start,entities/mentions/25/end,entities/mentions/25/username,entities/mentions/26/start,entities/mentions/26/end,entities/mentions/26/username,entities/mentions/27/start,entities/mentions/27/end,entities/mentions/27/username,entities/mentions/28/start,entities/mentions/28/end,entities/mentions/28/username,entities/mentions/29/start,entities/mentions/29/end,entities/mentions/29/username,entities/mentions/30/start,entities/mentions/30/end,entities/mentions/30/username,entities/mentions/31/start,entities/mentions/31/end,entities/mentions/31/username,entities/mentions/32/start,entities/mentions/32/end,entities/mentions/32/username,entities/mentions/33/start,entities/mentions/33/end,entities/mentions/33/username,entities/mentions/34/start,entities/mentions/34/end,entities/mentions/34/username,entities/mentions/35/start,entities/mentions/35/end,entities/mentions/35/username,entities/mentions/36/start,entities/mentions/36/end,entities/mentions/36/username,entities/mentions/37/start,entities/mentions/37/end,entities/mentions/37/username,entities/mentions/38/start,entities/mentions/38/end,entities/mentions/38/username,entities/mentions/39/start,entities/mentions/39/end,entities/mentions/39/username,entities/mentions/40/start,entities/mentions/40/end,entities/mentions/40/username,entities/mentions/41/start,entities/mentions/41/end,entities/mentions/41/username,entities/mentions/42/start,entities/mentions/42/end,entities/mentions/42/username,entities/mentions/43/start,entities/mentions/43/end,entities/mentions/43/username,entities/mentions/44/start,entities/mentions/44/end,entities/mentions/44/username,entities/mentions/45/start,entities/mentions/45/end,entities/mentions/45/username,entities/mentions/46/start,entities/mentions/46/end,entities/mentions/46/username,entities/mentions/47/start,entities/mentions/47/end,entities/mentions/47/username,entities/mentions/48/start,entities/mentions/48/end,entities/mentions/48/username,entities/mentions/49/start,entities/mentions/49/end,entities/mentions/49/username,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/4/entity/description,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,attachments/media_keys/2,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/3,context_annotations/2/entity/description,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/5/entity/description,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/urls/1/unwound_url
Twitter for Android,,,,,,,,,,,0,16,ServicioPúblico,,,False,"1,31138044745321E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,015d19216c749864,"1,31138044745321E+018",everyone,116876568,2020-09-30T19:00:37+00:00,269,0,41,0,es,"#ServicioPúblico Familiares de Aura de Castillo, de 69 años, con neumonía por Covid-19, solicitan apoyo con medicamentos: Ceftriaxone ampollas 1mg, Dexametasona 8mg endovenoso, Deflazacort oral, 30 mg.Clexane 60mg, subcutáneo.Remdesivir, 200mg endovenoso. Contacto: 04149218374",,,,,,,31,46,0.4792,Person,Aura de Castillo,78,82,0.3317,Place,Covid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,30716106294136E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,015cbec154ca1c9c,"1,30743703176156E+018",everyone,"1,1830803173406E+018",2020-09-19T21:50:54+00:00,0,0,1,0,es,"@TheDocRasec Eso es nada, yo he visto recipes de meropenem que luego lo rotan a longacef y levofloxacino. O dexametasona 8mg en pacientes con SatO2 &gt;95%. Es horrible.",0,12,TheDocRasec,"8,86986648931754E+017",replied_to,"1,30716106294136E+018",,,,,,,,,,,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel","8,25047692124443E+017",Food,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations","8,31530561680192E+017",Cooking,67,Interests and Hobbies,"Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks","8,46736745517351E+017",Recipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recipies/Books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooking/Baking,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,30637425974965E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,013675972e81bcfb,"1,30648783982831E+018",everyone,108643039,2020-09-17T06:59:09+00:00,0,1,0,0,es,"@BelkisRiera Es importante si ya tienes los síntomas iniciar el tratamiento.... Azitromicina, dexametasona u el ibuprufeno.. Ojala sea leve y mejores🙋",0,12,BelkisRiera,69419833,replied_to,"1,30637425974965E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,3056436823691E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,013675972e81bcfb,"1,30572653065244E+018",everyone,108643039,2020-09-15T04:33:58+00:00,0,0,1,0,es,@GeorgeCatouche No preocuparse pero si ocuparse.. Toma Teragrip y si no se te quita empieza con el tratamiento recomendado... Es importante tomar aspirina y tener a la mano la dexametasona... 🙋,,,,"1,14786116526084E+018",replied_to,"1,3056436823691E+018",55,62,0.5561,Person,Teragrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,30516852428188E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01c93e351e3122fb,"1,30558238859294E+018",everyone,479195778,2020-09-14T19:01:12+00:00,0,0,0,0,es,"@NOmasCNE Saludos doctor luego de la aplicación de la Ivermectina, dexametasona y Ibuprofeno además de acetaminofen mi mejoría esta muy rápida ya hoy he podido respirar con mayor tranquilidad, quiero acotar que esto me está dando por segunda vez en menos de 4 meses.",0,9,NOmasCNE,479195778,replied_to,"1,30526237715219E+018",54,64,0.3698,Person,Ivermectina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,275,298,https://t.co/AavCWsJYPw,https://twitter.com/anaisabellaguna/status/1305569698105503744/photo/1,pic.twitter.com/AavCWsJYPw,,,,,,,,,"3,13055696940118E+019",,False,"1,3055696981055E+018",47,Brand,Brands and Companies,"1,1007577976653E+018",El Universal,012af435641420c7,"1,3055696981055E+018",everyone,89282102,2020-09-14T18:10:46+00:00,0,0,0,0,es,"Excelente periodistaJefe de redacción deportiva de los diarios El Universal y El Carabobeño. Fue gran apoyo en la creación del Instituto Municipal del Deporte en Valencia, Indeval, en la década de los 90. Muy triste que haya muerto por no conseguirse una bombona de oxígeno. https://t.co/AavCWsJYPw",,,,,,,78,90,0.2739,Organization,El Carabobeño,127,157,0.3743,Organization,Instituto Municipal del Deporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,169,0.9086,Place,Valencia,,,,El Universal,,172,178,0.4343,Place,Indeval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,30551367152801E+018",,,,,,012af435641420c7,"1,30551367152801E+018",everyone,134597815,2020-09-14T14:28:09+00:00,47,0,14,0,es,"Buenos días, nuestro viejo amigo y reconocido colega Chichí Hurtado necesita una bombona con oxígeno. Envío número de la esposa Magaly para que la contacten, y por favor los que sean periodistas publiquen en sus respectivos medios.
+58 414-4264798.",,,,,,,53,66,0.9821,Person,Chichí Hurtado,128,133,0.9085,Person,Magaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,30449864451568E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01a3db0c6d353fbd,"1,30497085750108E+018",everyone,80596741,2020-09-13T02:31:12+00:00,0,0,0,0,es,"@HectoRodriguez Y en Santa Teresa del Tuy, muere una joven docente porque en el hospital no hay absolutamente nada. Esta docente falleció porque en el hospital no había una bombona de oxígeno y tenía asma. Imagínate el que llega con el covid-19. Que abandono para este pueblo",0,15,HectoRodriguez,73672296,replied_to,"1,30449864451568E+018",21,40,0.7465,Place,Santa Teresa del Tuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,30493846582247E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,012b6b2c110f0c21,"1,30493846582247E+018",everyone,249825110,2020-09-13T00:22:29+00:00,0,1,0,0,es,Dónde se  consigue betametasona en Barquisimeto o dexametasona.,,,,,,,35,46,0.9855,Place,Barquisimeto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,30452420797658E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01a74227630d48a8,"1,30463557210392E+018",everyone,3235826981,2020-09-12T04:18:54+00:00,2,0,3,0,es,"@HaydeeG24742818 @FRAENKELE Richard tomó: Antigripal Clorace 1 x 5 ds
Antinflamatorio Ibuprofeno 400 mg c/8 h x 7 ds
Anticoagulante Aspirina 1 d x 15 d Desloratadina 1 dia
Vitami C  1 d x 15 ds
DIFCULTD respirar:
Azitromicina 500 mg 1 dia x3ds
Dexametasona 1 día x 3 ds
Oiga a su médico.",0,16,HaydeeG24742818,4613351734,replied_to,"1,30455464792395E+018",28,34,0.5161,Person,Richard,,,,,,,,,,,,,,,,,,,,,17,27,FRAENKELE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,30319436066268E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00bbaf6b02922b16,"1,30335913802254E+018",everyone,108486085,2020-09-08T15:46:48+00:00,0,0,1,0,es,"@EthikaJeans @maria1908 Ok. Mucho líquido, si tienes dexametasona, tomen para que les dilate las vías respiratorias. Acetaminofen o paracetamol para bajar la temperatura. Infusiones de toronjil, jengibre, calientes.",0,12,EthikaJeans,"1,04875963454946E+018",replied_to,"1,30334560070498E+018",,,,,,,,,,,,,,,,,,,,,,,,,,13,23,maria1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for iPhone,,,,,,,,,,,,,,,,False,"1,30304651529281E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,015c005b4efdc7ee,"1,30312883000206E+018",everyone,"1,15992158414194E+018",2020-09-08T00:31:38+00:00,4,0,10,0,es,"@gozappone @DonGochoK Esto es cierto!!! La azitrimicina de 500mg , 1 cápsula diaria por 5 días... y una ampolla única de dexametasona. Y listo, lo demás cuidados normales!!!.",11,21,DonGochoK,2358042854,replied_to,"1,30308481758893E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,30296123040831E+018",,,,,,00ec4c32070f5076,"1,30299989246656E+018",everyone,241068599,2020-09-07T15:59:17+00:00,0,0,0,0,es,"@omyssalgado Jaja  en estos últimos tiempos Carlos Morean decía que cuando le tocaba cantar con Ivo, tenía que tener la bombona de oxígeno al lado y una ambulancia por si acaso jeje",0,12,omyssalgado,1482470892,replied_to,"1,30296123252215E+018",44,56,0.9838,Person,Carlos Morean,96,98,951,Person,Ivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instagram,209,232,https://t.co/Ka6QrbA9GF,https://www.instagram.com/p/CE0Q99_loSv/?igshid=eml29ge95a67,instagram.com/p/CE0Q99_loSv/…,,,,,,30,44,quimioterapia,,,False,"1,30277858039351E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,012b6b2c110f0c21,"1,30277858039351E+018",everyone,3063982672,2020-09-07T01:19:52+00:00,1,0,1,0,es,"Mañana, Fabianna va a recibir #quimioterapia y gracias a Dios y a Ustedes, pudimos apoyarla con #Dexametasona
.
#voluntariado #lamovidapositiva @movidapositivav #juntospodemoshacermasbien #ActuandoEnPositivo… https://t.co/Ka6QrbA9GF",144,160,MovidaPositivaV,,,,8,15,0.4266,Person,Fabianna,57,60,0.8906,Other,Dios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,109,Dexametasona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,125,voluntariado,,,,,,126,143,lamovidapositiva,161,187,juntospodemoshacermasbien,188,207,ActuandoEnPositivo,,,,,Point,-69.30913515,10.06842373,,,,,,,,200,Login • Instagram,"Welcome back to Instagram. Sign in to check out what your friends, family & interests have been capturing & sharing around the world.",https://www.instagram.com/accounts/login/,,,,,,,,,,,,,
Twitter for iPhone,21,44,https://t.co/vRs7j5tcqS,https://twitter.com/SaschaFitness/status/1302260697435340800,twitter.com/SaschaFitness/…,,,,,,,,,,,False,"1,30234186431041E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00de1fcc6d582e3c,"1,30234186431041E+018",everyone,69378573,2020-09-05T20:24:31+00:00,0,0,0,0,es,Dexametasona con eso https://t.co/vRs7j5tcqS,,,,,quoted,"1,30226069743534E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,30201779385294E+018",,,,,,0190477a36e5f54d,"1,30201779385294E+018",everyone,102241339,2020-09-04T22:56:47+00:00,90,3,2,2,es,Necesito un contacto para llenar bombona de oxígeno mañana en Caracas 🙏🏼 agradezco los RT o cualquier información al respecto,,,,,,,62,68,0.9959,Place,Caracas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,30121502565544E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,015d19216c749864,"1,30157301392262E+018",everyone,141605559,2020-09-03T17:29:23+00:00,0,0,1,1,es,"@Cesar23Mejias @claragallo @nelsonbocaranda La pregnosolona es muy buena, pero su accionar es lento y cuando se toma por mas de 3 días debe bajarse la dosis gradualmente
Recomiendo iniciar con dexametasona",0,14,Cesar23Mejias,73987402,replied_to,"1,30121727261959E+018",,,,,,,,,,,,,,,,,,,,,,,,,,15,26,claragallo,27,43,nelsonbocaranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,265,288,https://t.co/H7tb5Zk3uk,https://twitter.com/nelsonbocaranda/status/1301215025655435265,twitter.com/nelsonbocarand…,,,,,,,,,,,False,"1,30123148436855E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,018e4aba7010ecbe,"1,30123148436855E+018",everyone,1146535398,2020-09-02T18:52:16+00:00,53,6,86,2,es,Amigo Bocaranda el estudio RECOVERY llevado a cabo en el Reino Unido demostró que un esteroide (la dexametasona) disminuye la mortalidad por COVID-19 en pacientes graves. Desde hace varios meses está incluido en los esquemas y protocolos  de tratamiento de la OMS. https://t.co/H7tb5Zk3uk,,,,,quoted,"1,30121502565544E+018",6,14,662,Person,Bocaranda,57,67,0.9484,Place,Reino Unido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,262,0.6018,Organization,OMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,30123020802927E+018",,,,,,015d19216c749864,"1,30123093402129E+018",everyone,84430010,2020-09-02T18:50:05+00:00,2,0,0,0,es,@ndrdiaz Una bombona de oxígeno urgente si  alguien sabe es urgenteeeeeeeee,0,8,ndrdiaz,700117698,replied_to,"1,30123071842567E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
