conversation_id,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,author_id,text,possibly_sensitive,geo/place_id,reply_settings,created_at,attachments/media_keys/0,lang,source,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,id,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,attachments/media_keys/1,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,context_annotations/0/entity/description,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,referenced_tweets/0/type,referenced_tweets/0/id,in_reply_to_user_id,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/2,attachments/media_keys/3,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/2/entity/description,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/6/domain/id,context_annotations/6/domain/name,context_annotations/6/domain/description,context_annotations/6/entity/id,context_annotations/6/entity/name,context_annotations/6/entity/description,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/annotations/5/start,entities/annotations/5/end,entities/annotations/5/probability,entities/annotations/5/type,entities/annotations/5/normalized_text
"1,33699685318386E+018",76,99,https://t.co/4H5ioftxOw,https://www.telesurtv.net/news/uci-alemanas-alcanzan-limite-pacientes-covid-20201209-0055.html,telesurtv.net/news/uci-alema…,100,127,ChavismoLealtadATodaPrueba,128,140,VencedorMRT,138189664,UCIS alemanas alcanzan su límite con pacientes de Covid-19|Noticias|teleSUR https://t.co/4H5ioftxOw #ChavismoLealtadATodaPrueba @VencedorMRT 🇻🇪,True,00677a6154ac3141,everyone,2020-12-10T11:31:04+00:00,,es,Twitter for Android,2,0,0,0,"1,33699685318386E+018",,,,50,54,0.3015,Place,Covid,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,33356544935165E+018",79,102,https://t.co/MweZEZEbN8,https://www.telesurtv.net/news/senador-chileno-fue-internado-unidad-cuidados-intensivos-20201130-0034.html,telesurtv.net/news/senador-c…,103,125,FlexibilizaciónAmplia,126,138,VencedorMRT,138189664,Senador chileno es internado en Unidad de Cuidados Intensivos|Noticias|teleSUR https://t.co/MweZEZEbN8 #FlexibilizaciónAmplia @VencedorMRT 🇻🇪,True,00677a6154ac3141,everyone,2020-12-01T00:15:54+00:00,,es,Twitter for Android,7,0,0,0,"1,33356544935165E+018",,,,32,60,0.7165,Place,Unidad de Cuidados Intensivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/news_img/1333533538310885378/Buo6s9XE?format=jpg&name=orig,600,330,https://pbs.twimg.com/news_img/1333533538310885378/Buo6s9XE?format=jpg&name=150x150,150,150,200,Senador chileno es internado en Unidad de Cuidados Intensivos,"Navarro fue internado este martes y se encuentra en observación por presentar molestias, informó el Senado de Chile",https://www.telesurtv.net/news/senador-chileno-fue-internado-unidad-cuidados-intensivos-20201130-0034.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,32885384651756E+018",270,293,https://t.co/D7E0co2R3f,https://twitter.com/clinicaanz/status/1328853846517555200/photo/1,pic.twitter.com/D7E0co2R3f,207,220,CentroMedico,,,,"9,6892612065672E+017","En nuestra Unidad de Cuidados Intensivos (UCI) trabajamos con equipos tecnológicos y procedimientos invasivos, como también asistencia médica que nos permiten cuidar y recuperar la salud de cada paciente.
⠀
#CentroMedico #Anzoategui  #CuidadosIntensivos #Clinica #Salud https://t.co/D7E0co2R3f",False,018deff91b0b23b7,everyone,2020-11-18T00:13:40+00:00,"3,13288538431495E+019",es,Twitter for Android,0,0,0,0,"1,32885384651756E+018",221,232,Anzoategui,11,39,0.2225,Organization,Unidad de Cuidados Intensivos,,,,,,,,,,,,234,253,CuidadosIntensivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,262,Clinica,263,269,Salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,32842989316469E+018",236,259,https://t.co/MX66kFf4K0,https://curadas.com/2020/11/16/fallecio-exgobernador-de-yaracuy-por-coronavirus/,curadas.com/2020/11/16/fal…,,,,,,,"1,24211355004432E+018","Alex Sánchez, exgobernador del estado Yaracuy, falleció la mañana de este domingo por COVID-19. Sánchez, de profesión ingeniero, se encontraba en la Unidad de Cuidados Intensivos del hospital Central de San Felipe, capital del estado. 
https://t.co/MX66kFf4K0",False,00ec4c32070f5076,everyone,2020-11-16T20:09:02+00:00,,es,Twitter for Android,0,0,0,0,"1,32842989316469E+018",,,,0,11,0.9976,Person,Alex Sánchez,38,44,0.6517,Place,Yaracuy,,,,,,,,,,,,,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel","8,47544972781826E+017",Careers,Careers,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,96,102,0.5144,Person,Sánchez,,,,,,,,,,203,212,0.6346,Place,San Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,31979781120288E+018",,,,,,,,,0,8,MirniaT,124322826,"@MirniaT Le fue extraído el Tumor, los médicos hicieron un gran trabajo, al ser llevada a Unidad de Cuidados Intensivos, no aguanto y  Falleció.",False,008eb02a542ac3d4,everyone,2020-10-24T00:46:31+00:00,,es,Twitter for Android,1,0,1,0,"1,31980241763086E+018",,,,28,32,0.4806,Other,Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replied_to,"1,31979781120288E+018",100037932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,31906574460117E+018",139,162,https://t.co/ZFXmeCYtyZ,https://cronica.uno/unidad-de-cuidados-intensivos-pediatricos/,cronica.uno/unidad-de-cuid…,,,,,,,71800460,"Bacterias en la Unidad de Cuidados Intensivos Pediátricos de la Ciudad Hospitalaria Enrique Tejera, en Valencia, cobran la vida de niños - https://t.co/ZFXmeCYtyZ",False,015d19216c749864,everyone,2020-10-21T23:59:15+00:00,,es,Twitter for iPhone,1,0,0,0,"1,31906574460117E+018",,,,64,97,423,Place,Ciudad Hospitalaria Enrique Tejera,103,110,0.9736,Place,Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/news_img/1339872393993609217/CRQFozsu?format=jpg&name=orig,1100,688,https://pbs.twimg.com/news_img/1339872393993609217/CRQFozsu?format=jpg&name=150x150,150,150,200,Bacterias en la UCIP de la Chet cobran la vida de niños en Carbobo,La falta de personal médico y de enfermería juega un papel determinante en la Unidad de Cuidados Intensivos Pediátricos del Hospital de Niños Jorge Lizarraga. No hay enfermeras que administren los tratamientos en el turno de la noche lo que dificulta la recuperación de los pacientes. Las instalaciones no cuentan con aire acondicionado ni desinfectantes. Padres aseguran que sus hijos han muerto porque las áreas están contaminadas.,https://cronica.uno/unidad-de-cuidados-intensivos-pediatricos/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,31904361491624E+018",191,214,https://t.co/CiyVJb27t4,https://cronica.uno/unidad-de-cuidados-intensivos-pediatricos/,cronica.uno/unidad-de-cuid…,161,171,Venezuela,145,160,rafaellacava10,89282102,"Buenas tardes, que ""no quede  impune la muerte de mi hija en ese hospital"", clama nuestro colega Lisandro Barazarte a la atención del gobernador @rafaellacava10 #Venezuela #21octubre #Salud
 https://t.co/CiyVJb27t4",False,012af435641420c7,everyone,2020-10-21T22:31:19+00:00,,es,Twitter for Android,1,0,1,0,"1,31904361491624E+018",172,182,21octubre,97,114,0.9253,Person,Lisandro Barazarte,,,,,,,,,,,,183,189,Salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,31390688620331E+018",100,123,https://t.co/YHl4jQEHQ7,http://espn.com/app,espn.com/app,,,,,,,80191694,La leyenda checa Panenka fue ingresado a una unidad de cuidados intensivos en un hospital en Praga  https://t.co/YHl4jQEHQ7,False,008cea206884906b,everyone,2020-10-07T18:19:47+00:00,,es,Twitter for Android,0,0,0,0,"1,31390688620331E+018",,,,17,23,0.7366,Person,Panenka,93,97,0.9391,Place,Praga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,31290317093127E+018",273,296,https://t.co/j9VlXSUbXN,https://twitter.com/NoticiasFalcon/status/1312903170931265536/photo/1,pic.twitter.com/j9VlXSUbXN,,,,243,258,richard680news,97966452,"Así es la suite presidencial del Hospital Walter Reed dónde está hospitalizado Donald Trump:
✓Tiene seis habitaciones solo 
✓Incluye una unidad de cuidados intensivos
✓Cocina
✓Sala de estar
✓Dormitorio
✓Comedor con lámpara de araña de cristal
@richard680news 
@latablablog https://t.co/j9VlXSUbXN",False,0100789d0c41147f,everyone,2020-10-04T23:51:23+00:00,"3,13129031434963E+019",es,Twitter for Android,8,1,6,0,"1,31290317093127E+018",,,,33,52,0.4514,Person,Hospital Walter Reed,79,90,0.9963,Person,Donald Trump,273,296,https://t.co/j9VlXSUbXN,https://twitter.com/NoticiasFalcon/status/1312903170931265536/photo/1,pic.twitter.com/j9VlXSUbXN,"3,13129031514362E+019",,,,260,272,latablablog,3,TV Shows,Television shows from around the world,10027427957,Barclays Premier League Football,Coverage of the latest Friday night fixture from the Premier League.,6,Sports Event,,"1,29587509402823E+018",Atlético MG x Vasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,296,https://t.co/j9VlXSUbXN,https://twitter.com/NoticiasFalcon/status/1312903170931265536/photo/1,pic.twitter.com/j9VlXSUbXN,273,296,https://t.co/j9VlXSUbXN,https://twitter.com/NoticiasFalcon/status/1312903170931265536/photo/1,pic.twitter.com/j9VlXSUbXN,"3,13129031589019E+019","3,13129031673828E+019",10,Person,Named people in the world like Nelson Mandela,"7,99022225751871E+017",Donald Trump,US President Donald Trump,26,Sports League,,"7,31226184764121E+017",Brazil - Soccer,26,Sports League,,"7,3122621698057E+017",South America - Soccer,26,Sports League,,"7,33756530479112E+017",Campeonato Brasileiro,35,Politician,"Politicians in the world, like Joe Biden","7,99022225751871E+017",Donald Trump,US President Donald Trump,,,,,,,,,,
"1,3009135553116E+018",217,240,https://t.co/9nSSfRNxDB,https://www.instagram.com/p/CEnA2oWFgpI/?igshid=194o04ihrc8ky,instagram.com/p/CEnA2oWFgpI/…,,,,,,,1131983166,"BUENAS NOTICIAS el Dr. Ernesto Montiel residente de 3 er año de Terapia Intensiva en Buenos Aires, Argentina  oriundo de Ciudad Ojeda estuvo hospitalizado en la unidad de cuidados intensivos con ventilacion mecanica… https://t.co/9nSSfRNxDB",False,002e2add0d1ff144,everyone,2020-09-01T21:48:56+00:00,,es,Instagram,1,0,6,0,"1,3009135553116E+018",,,,19,37,0.8397,Person,Dr. Ernesto Montiel,64,80,0.4317,Other,Terapia Intensiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,96,0.9459,Place,Buenos Aires,,,,,,,Point,-71.3102,10.1956,99,107,0.8856,Place,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,132,0.8492,Place,Ciudad Ojeda,,,,,
"1,29879106300036E+018",,,,,,,,,0,9,oscarabp,"7,43903759567327E+017","@oscarabp @joselbaptista @carlosscull @embajadave_pe Cómo te va a escribir, no leíste que está en UCI es decir Unidad de Cuidados Intensivos. Ya te contactaron, pero igual no van a hacer nada.",False,00ec4c32070f5076,everyone,2020-08-30T13:56:43+00:00,,es,Twitter for Android,0,1,0,0,"1,30006994388351E+018",,,,98,100,0.6827,Place,UCI,,,,,,,,,,,,,,,10,24,joselbaptista,,,,,,,,,,,,,replied_to,"1,29881041318275E+018",62929128,,,,,,25,37,carlosscull,38,52,embajadave_pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,29782680383957E+018",214,237,https://t.co/65sLwntEjK,https://www.instagram.com/p/CERFKT3lF5h/?igshid=1cm9rnmfpwmy7,instagram.com/p/CERFKT3lF5h/…,,,,,,,"9,87128299481682E+017","El municipio de luto

Falleció por Covid-19 en la Ciudad de Maracaibo el reconocido médico Juan Leal

El doctor Juan Leal se encontraba hospitalizado en la Unidad de Cuidados Intensivos del HUM, batallando contra… https://t.co/65sLwntEjK",False,002e2add0d1ff144,everyone,2020-08-24T09:23:17+00:00,,es,Instagram,1,0,1,0,"1,29782680383957E+018",,,,35,39,0.3624,Place,Covid,50,68,0.7939,Place,Ciudad de Maracaibo,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,,,,,,91,99,0.9857,Person,Juan Leal,,,,,,,Point,-71.3102,10.1956,112,120,0.9324,Person,Juan Leal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,192,0.2398,Place,Unidad de Cuidados Intensivos del HUM,,,,,
"1,29696159965633E+018",,,,,,0,16,ServicioPublico,,,,62554856,"#ServicioPublico #Urgente Para mi hermano, Arístides Canelón recluido en la Unidad de Cuidados Intensivos en Maturin estoy necesitando un sistema de aspiración cerrado y 12 ampollas de RENDESIVIR..telf  04241957273 Favor RT. gracias",False,012af435641420c7,everyone,2020-08-22T00:05:16+00:00,,es,Twitter for Android,0,0,0,0,"1,29696159965633E+018",17,25,Urgente,43,59,0.5222,Person,Arístides Canelón,76,104,0.4339,Place,Unidad de Cuidados Intensivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,115,0.9399,Place,Maturin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,29655140984919E+018",,,,,,,,,,,,102849529,En estos tiempos una guardia en la Unidad de Cuidados Intensivos es 😭,False,01a74227630d48a8,everyone,2020-08-20T20:55:19+00:00,,es,Twitter for Android,0,0,2,0,"1,29655140984919E+018",,,,35,63,0.6138,Place,Unidad de Cuidados Intensivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,29566716519931E+018",,,,,,,,,,,,92578854,"El diputado disidente de la Mesa de la Unidad,Manuel ”Zamurito” González muriò después de 20 días en la Unidad de Cuidados Intensivos del Hospital de Clínicas Caracas,mientras el abogado penalista Gustavo Mata muriò en una sala acondicionada del hospital Raúl Leoni,San Félix.",False,01a74227630d48a8,everyone,2020-08-18T10:21:39+00:00,,es,Twitter for iPhone,17,0,11,0,"1,29566716519931E+018",,,,28,44,767,Organization,Mesa de la Unidad,46,71,0.6609,Person,Manuel ”Zamurito” González,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,165,0.2859,Other,Unidad de Cuidados Intensivos del Hospital de Clínicas Caracas,,,,,,,,,,197,208,0.5756,Person,Gustavo Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,264,0.4576,Person,Raúl Leoni,266,274,0.7897,Place,San Félix
"1,29554524483503E+018",,,,,,,,,,,,"7,76134541408952E+017","Delcy Rodríguez comunicó la condición actual de los 10.939 casos activos de COVID-19.

85 pacientes en unidad de cuidados intensivos.
337 pacientes con insuficiencia respiratoria moderada.
3.856 pacientes con insuficiencia respiratoria leve.
6.661 pacientes asintomáticos.",False,00ec4c32070f5076,everyone,2020-08-18T02:17:11+00:00,,es,Twitter for Android,0,0,1,0,"1,29554524483503E+018",,,,0,14,0.9909,Person,Delcy Rodríguez,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,10,Person,Named people in the world like Nelson Mandela,"8,93526853129875E+017",Delcy Rodriguez,Vice President of Venezuela Delcy Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Politician,"Politicians in the world, like Joe Biden","8,93526853129875E+017",Delcy Rodriguez,Vice President of Venezuela Delcy Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,29404484307796E+018",213,236,https://t.co/XV0zxVYLOZ,https://www.instagram.com/p/CD2MICEnuGZ/?igshid=1862xwq8waqm8,instagram.com/p/CD2MICEnuGZ/…,0,6,13AGO,,,,174806601,"#13AGO • Octogenario venció el COVID-19 luego estar dos días en UCI 

Un paciente de 83 años de edad venció el covid-19 luego de estar dos días en la unidad de cuidados intensivos. El hecho ocurrió en la Clínica… https://t.co/XV0zxVYLOZ",False,008eb02a542ac3d4,everyone,2020-08-13T22:55:07+00:00,,es,Instagram,0,0,0,0,"1,29404484307796E+018",,,,31,35,0.5978,Organization,COVID,64,68,0.3032,Place,UCI,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,,,,,,,,,,,,,,,,,Point,-66.84253314,10.47419739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,28817205180358E+018",,,,,,,,,0,15,CristinaSegui_,17204876,"@CristinaSegui_ Por cada millon tirado en los ""rojos y marocones"" hay ucis e implementos sin dotar.
Pero si credibilidad es cero",False,015d19216c749864,everyone,2020-07-29T05:04:00+00:00,,es,Twitter for Android,0,0,0,0,"1,2883394703251E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replied_to,"1,28817205180358E+018",87659574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,28794314749507E+018",205,228,https://t.co/T49x0lTYIE,https://www.instagram.com/p/CDK2l6sj7tq/?igshid=n9wxyma0ldlk,instagram.com/p/CDK2l6sj7tq/…,0,9,POLÍTICA,,,,"9,87128299481682E+017","#POLÍTICA

Luis Parra salió de la unidad de cuidados intensivos

El pasado 20 de Julio, el diputado fue trasladado desde Yaracuy a Caracas con un cuadro de neumonía

Luis Parra, diputado que se juramentó… https://t.co/T49x0lTYIE",False,002e2add0d1ff144,everyone,2020-07-28T02:49:09+00:00,,es,Instagram,0,0,0,0,"1,28794314749507E+018",,,,11,20,0.9828,Person,Luis Parra,121,127,0.9691,Place,Yaracuy,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,"1,27828573400943E+018",Luis Parra,,35,Politician,"Politicians in the world, like Joe Biden","1,27828573400943E+018",Luis Parra,,,,,131,137,983,Place,Caracas,,,,,,,Point,-71.3102,10.1956,166,175,0.9808,Person,Luis Parra,,,,,,,429,,,https://www.instagram.com/p/CDK2l6sj7tq/?igshid=n9wxyma0ldlk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,28413577279955E+018",,,,,,,,,,,,278779082,"También fue Profesor Universitario en la Escuela Vargas y Presidente de la Sociedad Venezolana de Nefrología.
Actualmente, el Dr Urdaneta se encuentra hospitalizado en la unidad de cuidados intensivos en la Clín Metropolitana de Caracas después de ser diagnosticado con COVID-19.",False,00ec4c32070f5076,everyone,2020-07-17T14:40:01+00:00,,es,Twitter for Android,0,1,1,0,"1,28413577486733E+018",,,,41,54,0.4536,Place,Escuela Vargas,75,107,0.1451,Organization,Sociedad Venezolana de Nefrología,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,,,replied_to,"1,28413577279955E+018",278779082,126,136,0.4083,Person,Dr Urdaneta,,,,,,,,,,207,235,0.7334,Place,Clín Metropolitana de Caracas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2838317732402E+018",,,,,,,,,,,,52267744,"Hoy murió en su casa, mientras dormía, a los 94 años de edad, el Dr Abdel Mario Fuenmayor Peley, fundador de la Cardiología merideña y cofundador del Hospital Universitario de Los Andes y la Unidad de Cuidados Intensivos. Era familiar nuestro por ser nieto de mi bisabuela.",False,01be351754bcbe13,everyone,2020-07-16T18:32:01+00:00,,es,Twitter for Android,14,2,36,0,"1,2838317732402E+018",,,,68,94,0.4699,Person,Abdel Mario Fuenmayor Peley,150,184,0.4222,Place,Hospital Universitario de Los Andes,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,219,0.3075,Organization,Unidad de Cuidados Intensivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,28341929910591E+018",301,324,https://t.co/ODU37NdkgR,https://twitter.com/cyberwess/status/1283758027305254914/photo/1,pic.twitter.com/ODU37NdkgR,,,,0,13,asdrubal1938,203924313,@asdrubal1938 @alfreditodiaz No hay una visita semanal más esperada que la que hace la primera dama @LeynysMalave a la Unidad de Cuidados Intensivos Neonatal del Hospital Luis Ortega. Su relación con eso niños y sus madres es publica y de larga trayectoria. Desde 2018 y esta foto es de este año 2020 https://t.co/ODU37NdkgR,False,00fef4361f2ad538,everyone,2020-07-16T13:38:59+00:00,"3,12837580235472E+019",es,Twitter for Android,0,0,0,0,"1,28375802730525E+018",,,,119,156,0.4368,Other,Unidad de Cuidados Intensivos Neonatal,171,181,0.6062,Person,Luis Ortega,,,,,,,,,,14,28,alfreditodiaz,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel","8,64925500627485E+017",Family and life stages,Family and Life Stages,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations","8,47545709800767E+017",Moms,Moms,replied_to,"1,28341929910591E+018",304772381,,,,,,100,113,LeynysMalave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,28304524630632E+018",,,,,,222,242,VzlaEnRiesgoCovid19,,,,1670950525,"Al menos tres de los más grandes centros de salud de Caracas están al 100% de ocupación y otros dos ya superan el 70% en la unidad de cuidados intensivos. Están dejando morir a las personas, no los atienden como debe ser. #VzlaEnRiesgoCovid19",False,00982120172dd83a,everyone,2020-07-14T14:26:43+00:00,,es,Twitter for Android,0,1,0,0,"1,28304526363719E+018",,,,53,59,972,Place,Caracas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replied_to,"1,28304525948896E+018",1670950525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,28304097200426E+018",274,297,https://t.co/IYaFM30rSi,https://twitter.com/RosecnyZ/status/1283040972004261890/photo/1,pic.twitter.com/IYaFM30rSi,92,105,SanCristóbal,,,,1102000532,"Carwil Cepeda, de 28 años, es un joven con condiciones especiales, se encuentra en el HC de #SanCristóbal en la unidad de cuidados intensivos muy delicado de salud, tras varias complicaciones. Su familia está desesperada y requiere ayuda 🙏🏽
#Táchira #ServicioPúblico #14Jul https://t.co/IYaFM30rSi",False,01a73d6169f504ac,everyone,2020-07-14T14:09:40+00:00,"3,12830409613508E+019",es,Twitter for Android,39,0,11,1,"1,28304097200426E+018",241,249,Táchira,0,12,0.8818,Person,Carwil Cepeda,,,,,,,,,,,,250,266,ServicioPúblico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,273,14Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,27884561379535E+018",,,,,,0,7,ENVIVO,,,,293791614,#ENVIVO | Rodríguez: Tenemos 11 pacientes en Unidad de Cuidados Intensivos y 7 con respiración aguda moderada.,False,01aae5bd62bae61d,everyone,2020-07-03T00:31:09+00:00,,es,Twitter for Android,1,1,1,0,"1,27884872143484E+018",,,,10,18,0.8677,Person,Rodríguez,45,73,0.6955,Place,Unidad de Cuidados Intensivos,,,,,,,,,,,,,,,,,,,,,,,,,replied_to,"1,27884843743441E+018",293791614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
