entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,attachments/media_keys/0,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,created_at,id,reply_settings,conversation_id,lang,source,author_id,possibly_sensitive,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,text,geo/place_id,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/2/entity/description,in_reply_to_user_id,referenced_tweets/0/type,referenced_tweets/0/id,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/1,attachments/media_keys/2,attachments/media_keys/3,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,context_annotations/3/entity/description,context_annotations/4/entity/description,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag
152,185,0.4131,Place,Banco Obrero mcpio Ezequiel Zamora,,,,,,,,,,,,,,,,,,,280,303,https://t.co/ALYceTqcnc,https://twitter.com/salud_cojedes/status/1379048594632802307/photo/1,pic.twitter.com/ALYceTqcnc,254,279,RadicalesContraLaCovid19,,,,,,,31379048591579303940,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-04-05T12:29:41+00:00,1379048594632802307,everyone,1379048594632802307,es,Twitter for Android,583107094,False,5,0,0,0,"El gob bolivariano sigue apoyando con tratamiento profilactico carvativir y pruebas PCR gratuitas a pacientes asintomaticos sospechosos de la comunidad Banco Obrero mcpio Ezequiel Zamora, para vencer las cadenas de transmisión del Covid-19 en la entidad #RadicalesContraLaCovid19 https://t.co/ALYceTqcnc",01031ef97be7f374,231,235,0.3082,Organization,Covid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,40,0.973,Person,Maduro,,,,,,,,,,,,,,,,,,,165,188,https://t.co/TIY7Mu6lgm,https://twitter.com/lmaracara/status/1378519376589115393/photo/1,pic.twitter.com/TIY7Mu6lgm,155,164,COVID_19,,,,,,,31378519373384708096,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-04-04T01:26:45+00:00,1378519376589115393,everyone,1378519376589115393,es,Twitter for Android,106199539,False,8,0,6,0,1607 casos reconoce el gobierno de Maduro hoy sábado 3 de abril . Siento que todos esos casos están en mi TL pidiendo ayuda para pagar el tratamiento . 😭😭 #COVID_19 https://t.co/TIY7Mu6lgm,00ec4c32070f5076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,364,0.5259,Place,HOSPITAL RAFAEL ZAMORA AREVALO DE VALLE DE LA PASCUA GUARICO,0,15,amelia74698445,16,32,mercedeslouzaod,33,49,Cristin41257008,50,61,ALEXGAR999,62,78,nestorevolucion,79,89,celest_ad,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-04-03T02:32:30+00:00,1378173536477544448,everyone,1378101984591548417,es,Twitter for Android,367458825,False,0,0,0,0,@amelia74698445 @mercedeslouzaod @Cristin41257008 @ALEXGAR999 @nestorevolucion @celest_ad @manuelconectado @20Mivzla @Vilma_Meche @yasmi70 @milymary78 @Edinsonvh @magacecilia @Zuli29398595 @babypas73 URGENTE Por favor ayúdame a conseguir este tratamiento para paciente AYARILIS PRADO HOSPITALIZADA EN  EL HOSPITAL RAFAEL ZAMORA AREVALO DE VALLE DE LA PASCUA GUARICO CON COVID-19 RENDESIVIR DE 100MG teléfono contacto 04144875403-04124659371 Arleni Prado hermana,018b105d41df02d5,,,,,,,,,,,,,,,,,,,,,,,,,,743077538780581888,replied_to,1378101984591548417,,,,,,,,,,,,,,,,,,,90,106,manuelconectado,107,116,20Mivzla,117,129,Vilma_Meche,130,138,yasmi70,139,150,milymary78,151,161,Edinsonvh,162,174,magacecilia,175,188,Zuli29398595,189,199,babypas73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,115,0.8949,Person,Pedro Vicente Morón,,,,,,,,,,,,,,,,,,,213,236,https://t.co/NqaFrfClHK,https://twitter.com/vipiprensayrrpp/status/1377723191758626817/photo/1,pic.twitter.com/NqaFrfClHK,151,160,Covid_19,,,,,,,31377723182682095618,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-04-01T20:43:00+00:00,1377723191758626817,everyone,1377723191758626817,es,Twitter for Android,2244788239,False,14,0,10,1,"🗣️ Atención: solicitamos cualquier aporte que esté a su alcance para ayudar a nuestro compañero Pedro Vicente Morón a costear su tratamiento contra el #Covid_19.
También pedimos elevar una plegaria por su salud 🙏 https://t.co/NqaFrfClHK",01031ef97be7f374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-04-01T16:07:02+00:00,1377653740866576384,everyone,1377653738303787009,es,Twitter for Android,948704863260762113,False,0,1,1,0,Resulta que la segunda vez que le dije a algunos familiares y amigos que no me tomé ivermectina me tenían ladillada enviandome cadenas de whatsapp sobre la ivermectina. Ayer la oms hizo oficial que la ivermectina no sirve ni para prevención ni tratamiento para el covid 19. (2/3),0cd08d80bc169000,,,,,,,,,,,,,,,,,,,,,,,,,,948704863260762113,replied_to,1377653738303787009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,15,drsergiomedina,,,,,,,,,,,,,,,,99,122,https://t.co/Eow99TJW0w,https://www.fda.gov/consumers/articulos-en-espanol/por-que-no-debe-utilizar-ivermectina-para-tratar-o-prevenir-el-covid-19,fda.gov/consumers/arti…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-31T22:43:41+00:00,1377391173711585283,everyone,1377361192595779589,es,Twitter for Android,134178168,True,1,3,12,1,@drsergiomedina Falso. Para tratamiento covid no está aprobada. Es desaconsejable más bien su uso. https://t.co/Eow99TJW0w,00ec4c32070f5076,,,,,,,,,,,,,,,,,,,,,,,,,,49290290,replied_to,1377361192595779589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,14,eldolardiario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-31T18:39:20+00:00,1377329680768991234,everyone,1377327655830368265,es,Twitter for Android,1187811456,False,0,0,0,0,"@eldolardiario Qué porcentaje de la población venezolana, tiene dólares para pagar tratamiento contra el covid-19? Ni siquiera artistas y animadores anclas de los medios de TV lo pueden cubrir y apelan a la ayuda económica.",008eb02a542ac3d4,,,,,,,,,,,,,,,,,,,,,,,,,,78687173,replied_to,1377327655830368265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-31T16:10:39+00:00,1377292266516193288,everyone,1377292266516193288,es,Twitter for Android,225199844,False,12,1,14,0,"La mayoría de los venezolanos solo quieren que se les resuelvan sus problemas más urgentes y los que han sido víctimas del virus, o sus familiares, requien ayuda urgente para el tratamiento del COVID-19 porque es muy costoso.",015e5397777769a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,21,0.7215,Product,Twitter,160,170,Juliococo,171,182,Madepalmar,183,198,alexagomez2000,,,,,,,,,,228,251,https://t.co/nsW6RQdY1Y,https://gofund.me/3928329f,gofund.me/3928329f,150,158,Caracas,,,,,,,31377283929590358018,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,2021-03-31T15:37:37+00:00,1377283952935903243,everyone,1377283952935903243,es,Twitter for Android,1245426310245212160,False,37,1,9,0,"Hola! Gente de Twitter les pido por favor difundir a esta campaña GoFundMe es para mi tía Belinda Morales. Ahorita está hospitalizada por Covid-19 en #Caracas. @Juliococo @Madepalmar @alexagomez2000
Agradeceria su apoyo con RTs https://t.co/nsW6RQdY1Y https://t.co/zeNV6vGYsx",01be351754bcbe13,90,104,0.9977,Person,Belinda Morales,,,,,,,,,47,Brand,Brands and Companies,10045225402,Twitter,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,252,275,https://t.co/zeNV6vGYsx,https://twitter.com/JMBONYUETM/status/1377283952935903243/photo/1,pic.twitter.com/zeNV6vGYsx,252,275,https://t.co/zeNV6vGYsx,https://twitter.com/JMBONYUETM/status/1377283952935903243/photo/1,pic.twitter.com/zeNV6vGYsx,,,,,,31377283950461259784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,0.197,Organization,Covid 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-31T01:57:27+00:00,1377077551865204737,everyone,1377077461096099842,es,Twitter for Android,183278342,False,0,1,0,0,"con Covid 19, cuyos recursos no son suficientes para cubrir su tratamiento. Con tú aporte estarás ayudando a su recuperación.   No de cuenta banco venezuela 01020496830000264804 Cuenta Global    Jorge Guerra Rondón.  Pagó móvil 0102--04243112590.    26.193. 348.",00cfdfc429c27ec3,195,213,0.5388,Person,Jorge Guerra Rondón,,,,,,,,,,,,,,,,,,,,,183278342,replied_to,1377077461096099842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,239,262,https://t.co/Fhdmlcic9o,https://twitter.com/Rajivo777/status/1376712984244842498,twitter.com/Rajivo777/stat…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-30T02:09:26+00:00,1376718179267919874,everyone,1376718179267919874,es,Twitter for Android,1146535398,False,40,11,64,0,"El 80 % de los pacientes con COVID-19 son leves y  en esos casos NO SE USA ni oxígeno, ni dexametasona, ni ivermectina, ni remdesivir. El tratamiento es SINTOMÁTICO . No conozco aún un acetaminofen o una loratadina que valgan más de 50 $. https://t.co/Fhdmlcic9o",018e4aba7010ecbe,,,,,,,,,,,,,,,,,,,,,,,,,,,quoted,1376712984244842498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-30T01:31:08+00:00,1376708540744802311,everyone,1376708540744802311,es,Twitter for Android,1146535398,False,864,46,1290,17,El costo promedio de tratamiento en un paciente con COVID-19 habitualmente sobrepasa los 50 $. El costo referencial de las vacunas es de 10 $. Una muestra más de que la medicina preventiva es más económica que la curativa. En un país como el nuestro esto no es poca cosa...,018e4aba7010ecbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,118,0.4447,Other,Programa Mi Tratamiento Contra el COVID,,,,,,,,,,,,,,,,,,,150,173,https://t.co/6VyA1WGOYJ,https://www.instagram.com/p/CNBN2EJHSRJ/?igshid=qmp7ojlpkcmi,instagram.com/p/CNBN2EJHSRJ/…,35,43,30marzo,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-29T22:13:51+00:00,1376658893523259396,everyone,1376658893523259396,es,Instagram,1017375127602958336,False,6,0,8,0,"AVISO IMPORTANTE 
El día de mañana #30marzo SOLO se estará haciendo entrega del Programa Mi Tratamiento Contra el COVID-19. en C.C. La Viña Siglo XXI https://t.co/6VyA1WGOYJ",012af435641420c7,127,148,0.453,Place,C.C. La Viña Siglo XXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-68.01698729,10.2168656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-29T15:47:21+00:00,1376561626078400525,everyone,1376561626078400525,es,Twitter for Android,948704863260762113,False,0,0,0,0,"Lo chimbo del covid 19 es que la gente le tiene tanto miedo que cuando lo tienen lo niegan y no reciben tratamiento hasta morirse o son incapaces de hasta comer solos porque les da depresión saber que lo tienen.

Nadie les ha dicho que se puede salir bien y eso los ponen peor.",0100789d0c41147f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,0.5314,Place,Cojedes,,,,,,,,,,,,,,,,,,,279,302,https://t.co/sSHYPCYUjd,https://twitter.com/salud_cojedes/status/1376522408748847110/photo/1,pic.twitter.com/sSHYPCYUjd,,,,,,,,,,31376522303652167681,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-29T13:11:31+00:00,1376522408748847110,everyone,1376522408748847110,es,Twitter for Android,583107094,False,1,0,0,0,"Cojedes continúa la realización de pruebas PDR capilar, PCR Covid-19 y entrega de tratamiento profilactico Carvativir a privados de libertad en IACPEC en el mcpio Ezequiel Zamora, demostrando el compromiso del gob bolivariano de erradicar las cadenas de transmisión del Covid-19 https://t.co/sSHYPCYUjd",01031ef97be7f374,56,64,0.2915,Person,PCR Covid,144,149,0.4884,Place,IACPEC,,,,,,,,,,,,,,,,,,,279,302,https://t.co/sSHYPCYUjd,https://twitter.com/salud_cojedes/status/1376522408748847110/photo/1,pic.twitter.com/sSHYPCYUjd,279,302,https://t.co/sSHYPCYUjd,https://twitter.com/salud_cojedes/status/1376522408748847110/photo/1,pic.twitter.com/sSHYPCYUjd,,,,,,31376522348371849216,31376522403325616129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,177,0.9157,Place,mcpio Ezequiel Zamora,,,,,,,,,,,,,,,,,,,,,,,
82,91,0.6074,Place,Carvativir,,,,,,,,,,,,,,,,,,,220,243,https://t.co/u8aaoGu084,https://twitter.com/PrensaOrienteVE/status/1373766774454386688/photo/1,pic.twitter.com/u8aaoGu084,0,6,Sucre,31,42,EdwinRojas,180,193,LaVozDeSucre,31373766758134341632,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-29T12:59:02+00:00,1376519265600307207,everyone,1376519265600307207,es,Twitter for Android,1277807930,False,0,0,0,0,"#Sucre | Gobernador del estado #EdwinRojas  anunció la llegada del primer lote de Carvativir que será aplicado en el tratamiento de los pacientes con COVID-19 en toda la entidad. 
#LaVozDeSucre
#SucreRespetaLaCuarentena
https://t.co/u8aaoGu084",012a9ff7509f33b5,,,,,,,,,,,194,219,SucreRespetaLaCuarentena,,,,,,,,,,,,,,,,220,243,https://t.co/u8aaoGu084,https://twitter.com/PrensaOrienteVE/status/1373766774454386688/photo/1,pic.twitter.com/u8aaoGu084,,,,,,,,,,,31373766760780984321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-29T10:47:34+00:00,1376486181706330115,everyone,1376486181706330115,es,Twitter for Android,94601036,False,2,0,4,0,"Si gozas de salud y conoces a alguien que contrajo el virus, sé empático y solidario, no solo afecta lo físico, también lo emocional y, lo económico. Contraer COVID-19 sin tener apoyo, tratamiento adecuado y ahorros lo complica todo aún más. ¡EMPATÍA!.",00ec4c32070f5076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,179,0.3193,Organization,SARS-CoV,,,,,,,,,,,,,,,,,,,219,242,https://t.co/icLO92oRc6,https://www.frontiersin.org/articles/10.3389/fphar.2021.646676/full,frontiersin.org/articles/10.33…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-29T05:21:27+00:00,1376404112552689669,everyone,1376404112552689669,es,Twitter for Android,132167541,False,0,0,0,0,"Terapias para el tratamiento de la enfermedad por coronavirus 2019 (COVID-19). Aunque se administran diferentes antivirales para el tratamiento clínico de la infección por SARS-CoV-2, su eficacia aún está en evaluación https://t.co/icLO92oRc6",01a74227630d48a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,10,_Gabbyta_,11,20,jmlara02,21,37,realCarola2Hope,38,51,Brillantinas,52,67,UnionVeneUKorg,68,84,Dianasc47344743,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-28T21:14:03+00:00,1376281455341531144,everyone,1373305406945120260,es,Twitter for Android,1212558283472437250,False,1,1,1,0,@_Gabbyta_ @jmlara02 @realCarola2Hope @Brillantinas @UnionVeneUKorg @Dianasc47344743 @TAJODE @Mangiagli @LAUMUMI Hola amiga muy buenos tus comentarios y acertados. Quisiera saber que tratamiento indican los medicos para tratar el covid 19? Se ha escuchado y leído tanto que a esta altura no se sabe el verdadero tratamiento y medicamentos a tomar.,0190477a36e5f54d,,,,,,,,,,,,,,,,,,,,,,,,,,2439448514,replied_to,1373305406945120260,,,,,,,,,,,,,,,,,,,85,92,TAJODE,93,103,Mangiagli,104,112,LAUMUMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,270,0.2538,Other,Covid 19,,,,,,,,,,,,,,,,,,,273,296,https://t.co/YPLJrkxPke,https://twitter.com/DiarioLaCalle/status/1376258049770455040/photo/1,pic.twitter.com/YPLJrkxPke,,,,,,,,,,31376258041595768833,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-28T19:41:03+00:00,1376258049770455040,everyone,1376258049770455040,es,Twitter for iPhone,100333184,False,1,0,1,0,"Los puntos de la red pública de salud, en los 14 municipios y las 47 Áreas de Salud Integral Comunitarias, ASIC, en los cuales estarán disponibles los kits de medicamentos que están siendo distribuidos para el tratamiento inmediato de estos primeros síntomas del Covid 19. https://t.co/YPLJrkxPke",012af435641420c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,24,0.958,Person,Dave Capella,157,167,JeanMary_,170,186,elalexgoncalves,,,,,,,,,,,,,269,292,https://t.co/j1qBPvXy5Q,https://twitter.com/WasabaraTv_/status/1376240426269704192/video/1,pic.twitter.com/j1qBPvXy5Q,114,123,Covid_19,249,268,CuidémonosEnFamila,,,,71376239751217475597,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-28T18:31:01+00:00,1376240426269704192,everyone,1376240426269704192,es,Twitter for Android,1333921588316663811,False,7,1,1,0,"Hace semanas Dave Capella y su familia lanzaron una campaña de recaudación para cubrir los gastos del tratamiento #Covid_19. luego salieron estos 2 bichitos @JeanMary_ y @elalexgoncalves  a decir que era una estafa, hoy la realidad es muy triste.

 #CuidémonosEnFamila https://t.co/j1qBPvXy5Q",0100789d0c41147f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,101,0.3265,Place,Centro de Salud,221,235,NicolasMaduro,236,252,AdolfoP_Oficial,253,269,gestionperfecta,,,,,,,,,,270,293,https://t.co/3BPKSWdx1x,https://twitter.com/CorposaludL/status/1375066127596929030/photo/1,pic.twitter.com/3BPKSWdx1x,0,16,LaCovidNoEsCoba,46,55,Covid_19,,,,31375066125344632832,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-25T12:44:46+00:00,1375066127596929030,everyone,1375066127596929030,es,Twitter for Android,1157698978630311936,False,11,0,4,1,"#LaCovidNoEsCoba || Ante cualquier síntoma de #Covid_19 debemos acudir de inmediato al Centro de Salud más cercano. No te automediques, el tratamiento debe ser el indicado por un médico especialista y varía según el caso
@NicolasMaduro @AdolfoP_Oficial @gestionperfecta https://t.co/3BPKSWdx1x",010416b434768b1c,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,14,0.7984,Product,Twitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,2021-03-24T18:24:33+00:00,1374789246029025282,everyone,1374789246029025282,es,Twitter for Android,992406039726383104,False,7,4,3,0,Familia Twitter le escribo con todo mi corazón estoy muy asustado la gente aquí en Venezuela está cayendo enferma del covid-19 es decir está muriendo y yo no me quiero morir no quiero enfermarme de covid-19 y estoy muy asustado quisiera tener mi tratamiento para estar un tiempo,0137799d4f960b21,83,91,0.9917,Place,Venezuela,,,,,,,,,47,Brand,Brands and Companies,10045225402,Twitter,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,11,AleCrespoF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-23T21:46:34+00:00,1374477696969838616,everyone,1374409039153524737,es,Twitter for Android,85657011,False,3,2,13,1,"@AleCrespoF Explique ud por favor, detalladamente y en lenguaje entendible, el por qué la IVERMECTINA no sirve como tratamiento para el Covid-19??
Hay muchisimos profesionales d la salud q la recomiendan.
Por qué ud piensa que no sirve?",01031ef97be7f374,,,,,,,,,,,,,,,,,,,,,,,,,,84292762,replied_to,1374409039153524737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8,19,yolyabreuh,,,,,,,,,,,,,,,,156,179,https://t.co/59MAMIRUZD,https://twitter.com/clcipriany/status/1374464096058310661,twitter.com/clcipriany/sta…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-23T21:21:26+00:00,1374471374312333321,everyone,1374471374312333321,es,Twitter for Android,85657011,False,0,0,0,0,"Doctora @yolyabreuh puede ud, por favor, darme su opinión acerca de la Ivermectina como tratamiento contra el Covid-19?

De antemano, muchísimas gracias! 🤗 https://t.co/59MAMIRUZD",01031ef97be7f374,,,,,,,,,,,,,,,,,,,,,,,,,,,quoted,1374464096058310661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
